customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
1036,61,Male,Blouse,Clothing,89,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,32,Venmo,Annually,Senior,365
1037,68,Male,Handbag,Accessories,47,Hawaii,M,Yellow,Fall,3.7,Yes,"2-Day Shipping",Yes,13,"Bank Transfer",Monthly,Senior,30
1038,52,Male,Jewelry,Accessories,25,"Rhode Island",XL,Brown,Spring,3.4,Yes,Standard,Yes,48,"Debit Card",Quarterly,Middle_aged,90
1039,41,Male,Pants,Clothing,74,Nebraska,XL,Cyan,Fall,3,Yes,Express,Yes,3,"Bank Transfer",Weekly,Adult,7
1040,29,Male,Belt,Accessories,46,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,39,Venmo,Monthly,"Young Adult",30
1041,68,Male,Jeans,Clothing,22,"North Carolina",S,Magenta,Fall,4,Yes,"Next Day Air",Yes,7,Cash,Fortnightly,Senior,14
1042,36,Male,Shirt,Clothing,25,Minnesota,M,Orange,Summer,4.9,Yes,"Next Day Air",Yes,11,Cash,Fortnightly,Adult,14
1043,55,Male,Belt,Accessories,80,Maryland,M,Maroon,Spring,4.9,Yes,"Next Day Air",Yes,47,"Credit Card",Weekly,Middle_aged,7
1044,28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,"2-Day Shipping",Yes,28,"Debit Card",Fortnightly,"Young Adult",14
1047,40,Male,Sneakers,Footwear,22,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,12,Venmo,Annually,Adult,365
1048,31,Male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,7,"Credit Card",Fortnightly,"Young Adult",14
1049,30,Male,Socks,Clothing,77,Maine,L,Yellow,Fall,2.7,Yes,Standard,Yes,19,Venmo,Fortnightly,"Young Adult",14
1050,45,Male,Sunglasses,Accessories,33,Virginia,S,Purple,Fall,2.8,Yes,"Store Pickup",Yes,24,Cash,Quarterly,Middle_aged,90
1051,48,Male,Sneakers,Footwear,64,Florida,M,Beige,Winter,3.8,Yes,"Next Day Air",Yes,19,Venmo,Monthly,Middle_aged,30
1052,45,Male,Socks,Clothing,53,Ohio,M,Indigo,Fall,2.6,Yes,"Free Shipping",Yes,39,PayPal,Annually,Middle_aged,365
1053,60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3,Yes,"2-Day Shipping",Yes,1,"Credit Card",Fortnightly,Senior,14
1055,18,Male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,4.9,No,Express,Yes,48,PayPal,Quarterly,"Young Adult",90
1056,70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,No,"Next Day Air",Yes,24,"Debit Card",Annually,Senior,365
1057,20,Male,Sweater,Clothing,64,Idaho,L,Black,Winter,2.9,No,"2-Day Shipping",Yes,42,Venmo,Fortnightly,"Young Adult",14
1058,65,Male,Jacket,Outerwear,23,Wisconsin,S,Maroon,Spring,4.4,No,"2-Day Shipping",Yes,20,"Credit Card",Weekly,Senior,7
1060,22,Male,Jacket,Outerwear,34,"North Carolina",M,Beige,Winter,2.5,No,Standard,Yes,25,"Debit Card",Monthly,"Young Adult",30
1064,62,Male,Hoodie,Clothing,29,Alabama,S,Indigo,Summer,3.3,No,"Free Shipping",Yes,35,Cash,Monthly,Senior,30
1068,18,Male,Dress,Clothing,43,Pennsylvania,S,Peach,Summer,2.7,No,"2-Day Shipping",Yes,22,PayPal,Quarterly,"Young Adult",90
1069,55,Male,Shirt,Clothing,94,Wyoming,M,Olive,Fall,2.5,No,Standard,Yes,47,"Credit Card",Weekly,Middle_aged,7
1071,50,Male,Jewelry,Accessories,75,"North Carolina",M,Magenta,Summer,3.3,No,"Free Shipping",Yes,50,"Debit Card",Weekly,Middle_aged,7
1072,61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,46,"Credit Card",Monthly,Senior,30
1073,48,Male,Shorts,Clothing,92,Idaho,L,Gold,Fall,3.7,No,Express,Yes,34,"Debit Card",Fortnightly,Middle_aged,14
1074,22,Male,Scarf,Accessories,96,California,XL,Purple,Spring,4,No,"Store Pickup",Yes,33,"Credit Card",Monthly,"Young Adult",30
1075,48,Male,Jewelry,Accessories,71,Tennessee,S,White,Fall,2.6,No,Standard,Yes,45,"Bank Transfer",Fortnightly,Middle_aged,14
1078,58,Male,Jacket,Outerwear,28,"West Virginia",M,Pink,Winter,3.7,No,Standard,Yes,5,PayPal,Quarterly,Senior,90
1079,37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,4.4,No,Express,Yes,49,"Credit Card",Fortnightly,Adult,14
1080,18,Male,Coat,Outerwear,33,Oklahoma,S,Blue,Summer,4.4,No,"Free Shipping",Yes,48,"Bank Transfer",Monthly,"Young Adult",30
1082,62,Male,Belt,Accessories,30,Idaho,XL,Brown,Spring,4.5,No,Standard,Yes,45,"Credit Card",Annually,Senior,365
1083,54,Male,Hat,Accessories,85,"South Carolina",XL,Cyan,Winter,2.6,No,"Next Day Air",Yes,30,Venmo,Quarterly,Middle_aged,90
1084,35,Male,Backpack,Accessories,97,Washington,L,Teal,Summer,3.3,No,"Store Pickup",Yes,43,Cash,Weekly,Adult,7
1085,34,Male,T-shirt,Clothing,36,Arkansas,S,Purple,Fall,4.1,No,"Next Day Air",Yes,48,Cash,Quarterly,Adult,90
1086,25,Male,Jewelry,Accessories,85,Utah,M,Turquoise,Winter,3,No,"Store Pickup",Yes,23,Venmo,Fortnightly,"Young Adult",14
1088,45,Male,Jeans,Clothing,71,"West Virginia",S,White,Winter,3.4,No,"Next Day Air",Yes,7,"Bank Transfer",Monthly,Middle_aged,30
1089,49,Male,Pants,Clothing,21,Louisiana,M,Turquoise,Winter,2.7,No,"Free Shipping",Yes,2,PayPal,Weekly,Middle_aged,7
1091,38,Male,Scarf,Accessories,58,Connecticut,M,Violet,Spring,4.2,No,"Store Pickup",Yes,27,Cash,Fortnightly,Adult,14
1092,44,Male,Sweater,Clothing,80,"North Carolina",L,Lavender,Spring,4.7,No,"Store Pickup",Yes,6,"Credit Card",Fortnightly,Adult,14
1093,68,Male,Jewelry,Accessories,50,"South Dakota",L,Magenta,Spring,4.1,No,"2-Day Shipping",Yes,20,Venmo,Quarterly,Senior,90
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,4.8,No,"Next Day Air",Yes,25,Cash,Quarterly,"Young Adult",90
1096,19,Male,Coat,Outerwear,34,Tennessee,S,Peach,Summer,3,No,"Free Shipping",Yes,30,"Bank Transfer",Quarterly,"Young Adult",90
1097,57,Male,Coat,Outerwear,46,"New Hampshire",S,Beige,Fall,2.6,No,Standard,Yes,48,"Credit Card",Annually,Middle_aged,365
1098,58,Male,Sunglasses,Accessories,27,Vermont,M,Black,Summer,3.2,No,"Store Pickup",Yes,47,"Bank Transfer",Weekly,Senior,7
1099,49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,"Next Day Air",Yes,27,"Credit Card",Weekly,Middle_aged,7
1100,19,Male,Sweater,Clothing,73,"North Carolina",M,Peach,Fall,2.6,No,"Next Day Air",Yes,45,"Bank Transfer",Fortnightly,"Young Adult",14
1101,50,Male,Pants,Clothing,28,Nevada,L,Gold,Spring,4.4,No,Express,Yes,2,"Credit Card",Weekly,Middle_aged,7
1102,30,Male,Gloves,Accessories,76,Delaware,XL,Silver,Fall,3,No,"Free Shipping",Yes,39,Cash,Fortnightly,"Young Adult",14
1103,52,Male,Sweater,Clothing,83,Texas,M,Peach,Fall,2.9,No,Express,Yes,24,Cash,Fortnightly,Middle_aged,14
1105,35,Male,Hat,Accessories,28,Delaware,M,Beige,Fall,3.1,No,Express,Yes,8,"Bank Transfer",Quarterly,Adult,90
1107,52,Male,Skirt,Clothing,96,Minnesota,L,Violet,Winter,3.6,No,"Store Pickup",Yes,12,Venmo,Fortnightly,Middle_aged,14
1108,69,Male,Sneakers,Footwear,62,Texas,M,Peach,Fall,2.8,No,"Store Pickup",Yes,26,"Bank Transfer",Weekly,Senior,7
1109,27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,50,Cash,Fortnightly,"Young Adult",14
1110,66,Male,Hoodie,Clothing,97,Oklahoma,L,Violet,Winter,3.7,No,"Next Day Air",Yes,2,Venmo,Weekly,Senior,7
1113,69,Male,Hoodie,Clothing,67,Washington,XL,Pink,Spring,4.6,No,"Free Shipping",Yes,32,PayPal,Quarterly,Senior,90
1116,30,Male,Hat,Accessories,58,"New York",S,Peach,Fall,4,No,"2-Day Shipping",Yes,37,Cash,Weekly,"Young Adult",7
1117,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,39,PayPal,Fortnightly,Senior,14
1118,25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,4.5,No,"Store Pickup",Yes,24,"Credit Card",Monthly,"Young Adult",30
1120,34,Male,Jewelry,Accessories,36,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,36,"Credit Card",Weekly,Adult,7
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,M,Magenta,Winter,4,No,"Next Day Air",Yes,40,"Debit Card",Monthly,"Young Adult",30
1122,63,Male,T-shirt,Clothing,58,Florida,XL,Peach,Fall,3.2,No,Express,Yes,25,Cash,Quarterly,Senior,90
1123,70,Male,Handbag,Accessories,62,"North Carolina",S,Charcoal,Spring,4.3,No,"2-Day Shipping",Yes,12,"Credit Card",Annually,Senior,365
1124,36,Male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,2.5,No,"Store Pickup",Yes,38,Cash,Monthly,Adult,30
1125,42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,3.7,No,Express,Yes,40,Cash,Quarterly,Adult,90
1126,27,Male,Sandals,Footwear,90,"North Dakota",M,Lavender,Summer,2.7,No,"2-Day Shipping",Yes,10,"Bank Transfer",Weekly,"Young Adult",7
1127,23,Male,Scarf,Accessories,58,Iowa,L,Beige,Winter,3.4,No,Standard,Yes,47,Venmo,Fortnightly,"Young Adult",14
1128,50,Male,Shirt,Clothing,53,Delaware,XL,Maroon,Spring,4.8,No,"Store Pickup",Yes,22,"Debit Card",Monthly,Middle_aged,30
1129,56,Male,Gloves,Accessories,30,"New York",L,Charcoal,Winter,4.7,No,"Next Day Air",Yes,35,"Debit Card",Monthly,Middle_aged,30
1130,37,Male,Hoodie,Clothing,65,"New Hampshire",XL,White,Winter,4.7,No,Express,Yes,46,Venmo,Fortnightly,Adult,14
1132,67,Male,Shirt,Clothing,73,Illinois,M,Black,Spring,3.7,No,Express,Yes,20,"Bank Transfer",Monthly,Senior,30
1133,50,Male,Hoodie,Clothing,98,"North Carolina",S,Teal,Spring,4.3,No,"Store Pickup",Yes,25,Cash,Fortnightly,Middle_aged,14
1134,36,Male,Shoes,Footwear,36,Connecticut,XL,Magenta,Winter,4.1,No,"2-Day Shipping",Yes,29,Cash,Weekly,Adult,7
1136,65,Male,Skirt,Clothing,90,Massachusetts,L,Peach,Winter,3.6,No,"2-Day Shipping",Yes,32,"Bank Transfer",Quarterly,Senior,90
1137,23,Male,Handbag,Accessories,83,Illinois,S,Cyan,Summer,4.8,No,"Free Shipping",Yes,37,Cash,Monthly,"Young Adult",30
1139,18,Male,Pants,Clothing,36,Iowa,M,Purple,Summer,4.7,No,Express,Yes,32,Venmo,Fortnightly,"Young Adult",14
1142,39,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,No,"Next Day Air",Yes,23,PayPal,Fortnightly,Adult,14
1144,68,Male,Boots,Footwear,23,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,43,PayPal,Quarterly,Senior,90
1145,41,Male,Jeans,Clothing,54,"South Carolina",S,Indigo,Fall,4.4,No,"2-Day Shipping",Yes,25,"Bank Transfer",Fortnightly,Adult,14
1148,59,Male,Hat,Accessories,36,Tennessee,XL,Red,Winter,4.3,No,"Next Day Air",Yes,17,"Debit Card",Annually,Senior,365
1149,34,Male,Pants,Clothing,66,Florida,M,Violet,Spring,2.6,No,"Store Pickup",Yes,10,PayPal,Fortnightly,Adult,14
1150,21,Male,Jewelry,Accessories,42,Georgia,L,Cyan,Spring,3.3,No,"Store Pickup",Yes,40,Venmo,Annually,"Young Adult",365
1152,41,Male,Blouse,Clothing,86,Ohio,M,Gray,Spring,3.7,No,Express,Yes,24,"Credit Card",Weekly,Adult,7
1154,27,Male,Shirt,Clothing,41,Idaho,M,Pink,Summer,4,No,"Free Shipping",Yes,6,"Bank Transfer",Quarterly,"Young Adult",90
1156,67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,No,Express,Yes,47,PayPal,Quarterly,Senior,90
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,11,Cash,Quarterly,Adult,90
1159,69,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,4,No,"2-Day Shipping",Yes,41,"Bank Transfer",Annually,Senior,365
1162,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,No,"2-Day Shipping",Yes,37,PayPal,Monthly,Senior,30
1163,47,Male,Sandals,Footwear,92,"North Carolina",M,Blue,Winter,4.2,No,Express,Yes,13,PayPal,Weekly,Middle_aged,7
1164,26,Male,Pants,Clothing,56,Tennessee,L,White,Summer,3,No,"2-Day Shipping",Yes,24,"Debit Card",Monthly,"Young Adult",30
1165,68,Male,Dress,Clothing,96,Montana,M,Green,Winter,4.2,No,Standard,Yes,47,PayPal,Quarterly,Senior,90
1167,48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,No,"Store Pickup",Yes,22,Venmo,Fortnightly,Middle_aged,14
1168,60,Male,Socks,Clothing,83,"New Jersey",XL,Beige,Summer,3.6,No,"Free Shipping",Yes,16,PayPal,Quarterly,Senior,90
1169,68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,37,"Debit Card",Fortnightly,Senior,14
1170,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,No,"2-Day Shipping",Yes,3,Cash,Annually,"Young Adult",365
1172,41,Male,Socks,Clothing,55,Louisiana,M,Lavender,Spring,3.9,No,"Next Day Air",Yes,15,"Debit Card",Annually,Adult,365
1176,35,Male,Belt,Accessories,81,"New Jersey",M,Beige,Spring,4.1,No,"Store Pickup",Yes,26,PayPal,Quarterly,Adult,90
1177,36,Male,Dress,Clothing,83,Oregon,M,Red,Winter,3.7,No,"Free Shipping",Yes,39,PayPal,Quarterly,Adult,90
1178,54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,No,Standard,Yes,24,"Debit Card",Monthly,Middle_aged,30
1179,37,Male,Dress,Clothing,22,"South Carolina",M,Teal,Spring,4.9,No,Express,Yes,23,"Debit Card",Annually,Adult,365
1180,20,Male,T-shirt,Clothing,33,Indiana,M,Blue,Summer,2.8,No,"Free Shipping",Yes,44,"Bank Transfer",Annually,"Young Adult",365
1181,23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,34,Cash,Monthly,"Young Adult",30
1182,61,Male,Shorts,Clothing,96,"New York",L,Teal,Summer,3.5,No,"Free Shipping",Yes,43,"Bank Transfer",Quarterly,Senior,90
1183,37,Male,Jewelry,Accessories,21,"New Mexico",M,Maroon,Spring,3.8,No,Express,Yes,45,PayPal,Quarterly,Adult,90
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,No,"2-Day Shipping",Yes,4,"Credit Card",Weekly,"Young Adult",7
1185,63,Male,Belt,Accessories,73,"South Carolina",S,Indigo,Fall,3.4,No,Express,Yes,19,"Credit Card",Annually,Senior,365
1186,47,Male,Jeans,Clothing,64,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,29,"Credit Card",Monthly,Middle_aged,30
1187,63,Male,Jeans,Clothing,68,Indiana,M,Beige,Summer,4.1,No,"2-Day Shipping",Yes,27,"Credit Card",Annually,Senior,365
1189,68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,No,"Next Day Air",Yes,11,"Credit Card",Weekly,Senior,7
1190,64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,3.7,No,"Free Shipping",Yes,28,"Debit Card",Annually,Senior,365
1191,62,Male,Shirt,Clothing,45,"South Carolina",M,Orange,Winter,4.3,No,"Next Day Air",Yes,31,"Credit Card",Weekly,Senior,7
1192,34,Male,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,4.1,No,"Free Shipping",Yes,50,Venmo,Quarterly,Adult,90
1193,49,Male,Coat,Outerwear,56,Florida,M,Turquoise,Summer,4,No,"2-Day Shipping",Yes,42,Venmo,Quarterly,Middle_aged,90
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5,No,"2-Day Shipping",Yes,18,"Credit Card",Fortnightly,Adult,14
1195,50,Male,Hoodie,Clothing,46,"New York",S,Teal,Winter,3.1,No,"2-Day Shipping",Yes,6,"Credit Card",Fortnightly,Middle_aged,14
1196,25,Male,Scarf,Accessories,95,Texas,M,White,Winter,4,No,"2-Day Shipping",Yes,33,Venmo,Monthly,"Young Adult",30
1198,54,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,26,PayPal,Annually,Middle_aged,365
1199,40,Male,Socks,Clothing,49,"New Jersey",M,Brown,Summer,3.9,No,"2-Day Shipping",Yes,17,Cash,Annually,Adult,365
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,"Free Shipping",Yes,3,"Debit Card",Weekly,Middle_aged,7
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,No,"Store Pickup",Yes,7,PayPal,Weekly,"Young Adult",7
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,No,"2-Day Shipping",Yes,46,Venmo,Fortnightly,"Young Adult",14
1204,40,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.7,No,"Free Shipping",Yes,23,"Bank Transfer",Annually,Adult,365
1206,52,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,No,Standard,Yes,38,"Bank Transfer",Fortnightly,Middle_aged,14
1209,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,3.8,No,"2-Day Shipping",Yes,8,"Debit Card",Annually,"Young Adult",365
1210,41,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.8,No,"Next Day Air",Yes,16,"Bank Transfer",Monthly,Adult,30
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,"Next Day Air",Yes,5,Cash,Quarterly,Adult,90
1213,32,Male,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,2.5,No,"Free Shipping",Yes,18,"Credit Card",Weekly,Adult,7
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,3.8,No,Express,Yes,36,"Bank Transfer",Quarterly,Senior,90
1222,18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,No,Standard,Yes,3,Cash,Quarterly,"Young Adult",90
1223,58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,No,"Store Pickup",Yes,27,"Bank Transfer",Annually,Senior,365
1224,69,Male,Pants,Clothing,24,Kansas,L,Red,Winter,3.9,No,"Free Shipping",Yes,21,"Bank Transfer",Weekly,Senior,7
1225,62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,No,"Store Pickup",Yes,18,Venmo,Weekly,Senior,7
1226,28,Male,Gloves,Accessories,97,"North Carolina",S,Turquoise,Fall,2.6,No,"Free Shipping",Yes,16,"Debit Card",Weekly,"Young Adult",7
1229,55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,1,Cash,Annually,Middle_aged,365
1230,34,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,39,"Bank Transfer",Annually,Adult,365
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,3.8,No,Standard,Yes,49,Venmo,Monthly,"Young Adult",30
1232,66,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4,No,"2-Day Shipping",Yes,43,"Credit Card",Fortnightly,Senior,14
1238,25,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.4,No,"2-Day Shipping",Yes,42,"Credit Card",Quarterly,"Young Adult",90
1239,55,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,3,Venmo,Fortnightly,Middle_aged,14
1241,41,Male,Scarf,Accessories,79,"New Jersey",L,White,Winter,2.9,No,"Store Pickup",Yes,48,"Debit Card",Annually,Adult,365
1242,58,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,34,"Credit Card",Weekly,Senior,7
1243,56,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,4,No,"Next Day Air",Yes,15,"Bank Transfer",Quarterly,Middle_aged,90
1244,25,Male,Blouse,Clothing,23,"New Hampshire",S,Pink,Spring,3,No,"Store Pickup",Yes,22,"Debit Card",Annually,"Young Adult",365
1245,70,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9,No,"2-Day Shipping",Yes,2,Cash,Monthly,Senior,30
1246,42,Male,Dress,Clothing,31,"New York",M,Violet,Fall,3.4,No,Standard,Yes,30,"Bank Transfer",Weekly,Adult,7
1247,27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,27,Cash,Monthly,"Young Adult",30
1249,62,Male,Hat,Accessories,37,Wisconsin,XL,Red,Winter,3,No,"Free Shipping",Yes,8,"Credit Card",Annually,Senior,365
1250,62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,No,Express,Yes,48,Venmo,Fortnightly,Senior,14
1251,52,Male,Jeans,Clothing,26,"New Hampshire",XL,Purple,Winter,4.1,No,"Free Shipping",Yes,24,Cash,Monthly,Middle_aged,30
1252,56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5,No,"Next Day Air",Yes,43,"Credit Card",Monthly,Middle_aged,30
1253,28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4,No,Standard,Yes,8,Cash,Quarterly,"Young Adult",90
1254,39,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,4.9,No,Express,Yes,49,PayPal,Annually,Adult,365
1256,30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,38,Cash,Fortnightly,"Young Adult",14
1257,45,Male,Coat,Outerwear,48,"West Virginia",S,Olive,Winter,3.6,No,Express,Yes,4,Cash,Fortnightly,Middle_aged,14
1260,68,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,45,"Credit Card",Monthly,Senior,30
1261,63,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.1,No,"Store Pickup",Yes,30,"Debit Card",Quarterly,Senior,90
1262,20,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.8,No,"Next Day Air",Yes,2,"Credit Card",Fortnightly,"Young Adult",14
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,No,"Store Pickup",Yes,44,Venmo,Monthly,"Young Adult",30
1266,32,Male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.7,No,"Next Day Air",Yes,27,"Bank Transfer",Weekly,Adult,7
1268,47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,41,Cash,Weekly,Middle_aged,7
1270,43,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3,No,Standard,Yes,47,PayPal,Quarterly,Adult,90
1271,67,Male,Hoodie,Clothing,98,"West Virginia",M,Green,Fall,3.3,No,Standard,Yes,20,Cash,Annually,Senior,365
1272,70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,No,"Store Pickup",Yes,42,PayPal,Annually,Senior,365
1273,35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,No,Express,Yes,16,"Bank Transfer",Monthly,Adult,30
1275,54,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,3.1,No,"2-Day Shipping",Yes,37,PayPal,Quarterly,Middle_aged,90
1276,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,1,PayPal,Monthly,Middle_aged,30
1277,51,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.8,No,"Next Day Air",Yes,37,"Bank Transfer",Weekly,Middle_aged,7
1278,19,Male,Blouse,Clothing,97,"Rhode Island",L,Green,Spring,5,No,Express,Yes,5,Venmo,Quarterly,"Young Adult",90
1279,28,Male,Shorts,Clothing,98,Utah,M,Violet,Fall,2.8,No,"Next Day Air",Yes,31,Venmo,Fortnightly,"Young Adult",14
1280,63,Male,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,3.7,No,Express,Yes,18,"Debit Card",Annually,Senior,365
1283,24,Male,Shirt,Clothing,68,"New Hampshire",L,Violet,Winter,3,No,"Free Shipping",Yes,20,Venmo,Monthly,"Young Adult",30
1285,65,Male,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9,No,Express,Yes,38,PayPal,Fortnightly,Senior,14
1286,64,Male,Gloves,Accessories,99,"North Carolina",M,Charcoal,Fall,3.5,No,"Next Day Air",Yes,45,"Bank Transfer",Fortnightly,Senior,14
1287,40,Male,Gloves,Accessories,49,"West Virginia",L,Yellow,Winter,4.9,No,"Next Day Air",Yes,44,"Debit Card",Fortnightly,Adult,14
1288,24,Male,Jeans,Clothing,28,Utah,XL,Blue,Winter,3.4,No,Standard,Yes,20,PayPal,Monthly,"Young Adult",30
1290,35,Male,Jacket,Outerwear,24,"New Hampshire",M,Red,Fall,2.9,No,"Next Day Air",Yes,10,PayPal,Weekly,Adult,7
1291,67,Male,Skirt,Clothing,35,Maryland,M,Indigo,Spring,3.4,No,"Free Shipping",Yes,3,PayPal,Annually,Senior,365
1292,69,Male,Sandals,Footwear,68,"South Dakota",S,Beige,Spring,3.2,No,"2-Day Shipping",Yes,23,"Debit Card",Fortnightly,Senior,14
1293,26,Male,Belt,Accessories,61,Kentucky,M,Maroon,Summer,3.8,No,"Free Shipping",Yes,42,"Bank Transfer",Annually,"Young Adult",365
1294,23,Male,Sweater,Clothing,74,Florida,XL,Yellow,Fall,4.1,No,Standard,Yes,30,"Debit Card",Annually,"Young Adult",365
1296,30,Male,Sneakers,Footwear,60,"New Mexico",M,Olive,Fall,2.8,No,Standard,Yes,50,PayPal,Weekly,"Young Adult",7
1298,44,Male,Sandals,Footwear,85,"New Jersey",M,Silver,Summer,4.6,No,Standard,Yes,32,Venmo,Annually,Adult,365
1299,29,Male,Pants,Clothing,81,Indiana,S,Indigo,Summer,3,No,"Free Shipping",Yes,14,"Bank Transfer",Fortnightly,"Young Adult",14
1302,42,Male,Shirt,Clothing,54,Maine,M,Orange,Fall,5,No,Express,Yes,21,"Debit Card",Weekly,Adult,7
1303,23,Male,Sneakers,Footwear,25,Idaho,M,Gold,Fall,2.9,No,"Next Day Air",Yes,37,"Credit Card",Monthly,"Young Adult",30
1304,34,Male,Blouse,Clothing,32,"New York",L,Silver,Summer,3.1,No,"Next Day Air",Yes,10,"Credit Card",Annually,Adult,365
1307,54,Male,Sweater,Clothing,33,Alaska,L,Brown,Winter,4.5,No,"Next Day Air",Yes,40,PayPal,Annually,Middle_aged,365
